# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-10-18 22:34:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../programs/STAN/clickgraph/clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 1276562338 (Default)
# output
#   file = clickgraph.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-22.8465,0.954868,0.00441821,9,1023,0,27.1282,0.981828,0.65352,0.338555,0.218438,0.473227,0.205833,0.468449,0.100623
-25.1713,0.875241,0.00441821,10,1023,0,28.2263,0.95882,0.126213,0.0596871,0.0495106,0.20522,0.860009,0.692925,0.550846
-21.7676,0.881637,0.00441821,10,1023,0,30.884,0.395456,0.370299,0.267386,0.207086,0.533907,0.0765835,0.679696,0.864787
-20.8232,0.997916,0.00441821,9,511,0,24.0966,0.454593,0.159451,0.208375,0.0587569,0.484399,0.419034,0.613895,0.0793056
-19.1282,0.815762,0.00441821,9,511,0,22.1373,0.547911,0.295668,0.331906,0.133027,0.596021,0.394254,0.709689,0.134742
-19.505,0.552658,0.00441821,9,511,0,23.58,0.590736,0.303538,0.497778,0.100664,0.729676,0.203457,0.602337,0.49138
-18.8446,0.86593,0.00441821,9,511,0,20.7498,0.727246,0.268771,0.501619,0.354299,0.82774,0.5243,0.553989,0.477976
-21.8906,0.949414,0.00441821,9,511,0,23.3709,0.276892,0.0541876,0.882007,0.773521,0.113939,0.494626,0.538641,0.681862
-25.2892,0.999964,0.00441821,8,255,0,25.9898,0.287797,0.0195212,0.94104,0.672974,0.133435,0.352878,0.526854,0.929001
-21.7459,0.94411,0.00441821,9,1023,0,26.0345,0.583902,0.147135,0.90369,0.319925,0.443477,0.238837,0.362961,0.284403
-20.3811,0.999736,0.00441821,9,511,0,27.0093,0.891004,0.223061,0.351198,0.841806,0.385037,0.210744,0.569851,0.579923
-21.2921,0.694587,0.00441821,9,1023,0,24.9816,0.805574,0.170143,0.42895,0.935113,0.250215,0.17687,0.520911,0.500256
-20.4931,0.708232,0.00441821,10,1023,0,23.4211,0.605377,0.0354014,0.595404,0.654575,0.424212,0.586467,0.442387,0.826927
-22.2892,0.425719,0.00441821,9,1023,0,24.896,0.920392,0.556143,0.280505,0.377392,0.440608,0.496485,0.753855,0.0326878
-23.5197,0.999999,0.00441821,10,1023,0,25.4925,0.549916,0.252768,0.433887,0.486126,0.903634,0.027139,0.492839,0.847095
-24.0651,0.901192,0.00441821,9,511,0,25.9806,0.329332,0.315573,0.171969,0.595264,0.969964,0.0447127,0.445097,0.189341
-24.5783,0.841781,0.00441821,9,1023,0,28.8881,0.216986,0.515263,0.123981,0.215109,0.958466,0.0398672,0.379209,0.27882
-24.0921,0.596081,0.00441821,10,1023,0,28.988,0.694082,0.058116,0.325577,0.710037,0.24617,0.0722279,0.828441,0.444222
-19.233,0.955281,0.00441821,9,511,0,25.1965,0.709132,0.238111,0.689142,0.834585,0.459674,0.380894,0.505769,0.759511
-21.3181,0.851742,0.00441821,9,511,0,23.5809,0.62948,0.289972,0.449951,0.539853,0.132769,0.19949,0.627142,0.961566
-19.8282,0.291644,0.00441821,10,1023,0,27.8738,0.244022,0.791606,0.277263,0.506085,0.808129,0.804124,0.626078,0.612945
-19.7103,0.649835,0.00441821,9,511,0,23.7355,0.202095,0.794967,0.348705,0.436144,0.4661,0.630557,0.779945,0.531506
-21.7844,0.757171,0.00441821,9,511,0,25.909,0.224318,0.280596,0.500485,0.165965,0.514059,0.866399,0.278795,0.514704
-21.0865,0.800923,0.00441821,10,1023,0,24.4437,0.0838331,0.272587,0.588994,0.870107,0.703165,0.302951,0.377248,0.645153
-21.1094,0.924566,0.00441821,9,1023,0,25.4091,0.604365,0.197989,0.213493,0.560624,0.141822,0.955251,0.726769,0.431997
-20.8181,0.584207,0.00441821,10,1023,0,24.1849,0.591316,0.142747,0.86412,0.608953,0.516393,0.924654,0.613445,0.672956
-20.5811,0.901953,0.00441821,10,1023,0,24.1082,0.747679,0.856945,0.444089,0.293525,0.652124,0.0731199,0.570766,0.806932
-20.658,0.907504,0.00441821,9,1023,0,24.8882,0.0764172,0.683711,0.375354,0.341002,0.154132,0.314766,0.411242,0.621765
-20.0587,0.820353,0.00441821,10,1023,0,22.5749,0.107404,0.297021,0.519989,0.633981,0.61159,0.794077,0.729256,0.49242
-19.9327,0.908612,0.00441821,9,1023,0,24.0239,0.0594965,0.530036,0.705098,0.342729,0.365563,0.354542,0.649682,0.598185
-25.2659,0.99998,0.00441821,9,511,0,26.3699,0.0359444,0.597764,0.32217,0.396822,0.814073,0.976743,0.886697,0.506258
-19.4729,0.987888,0.00441821,9,511,0,28.051,0.319146,0.390748,0.246008,0.171364,0.339146,0.20645,0.604335,0.409346
-21.1039,0.76446,0.00441821,9,1023,0,23.6983,0.0906808,0.577714,0.629557,0.880845,0.781015,0.390073,0.518761,0.771525
-18.8503,0.999993,0.00441821,9,511,0,22.3684,0.178732,0.481805,0.431517,0.549896,0.692287,0.425953,0.471236,0.647346
-19.1557,0.999981,0.00441821,9,1023,0,21.5533,0.456613,0.649643,0.176133,0.341758,0.458703,0.858267,0.637826,0.255351
-22.8413,0.690753,0.00441821,9,511,0,24.2927,0.0434729,0.606346,0.105836,0.696281,0.577224,0.0403654,0.40437,0.559851
-23.2197,0.71201,0.00441821,9,511,0,25.5964,0.0727657,0.568266,0.079242,0.802249,0.786806,0.0872294,0.523513,0.779399
-20.5566,0.999999,0.00441821,9,1023,0,25.8413,0.595877,0.309918,0.531293,0.288667,0.337775,0.0801843,0.750886,0.301481
-21.0266,0.295866,0.00441821,9,1023,0,24.1957,0.735341,0.598607,0.53018,0.441144,0.320539,0.12538,0.671489,0.0480166
-21.872,0.199328,0.00441821,9,511,0,25.9816,0.469081,0.283976,0.438968,0.902131,0.685023,0.117218,0.65929,0.123104
-19.4774,0.328061,0.00441821,9,511,0,25.141,0.402156,0.633525,0.273738,0.643944,0.831979,0.17642,0.554442,0.673364
-21.4229,0.994184,0.00441821,9,511,0,24.1106,0.248205,0.370192,0.0681723,0.292226,0.0623614,0.469353,0.542467,0.723113
-25.201,0.938249,0.00441821,10,1023,0,28.2098,0.582003,0.568329,0.978379,0.449344,0.951896,0.0268591,0.605067,0.80078
-26.6378,0.933044,0.00441821,9,511,0,27.8467,0.472364,0.710636,0.987496,0.29718,0.930555,0.0272005,0.712532,0.882228
-23.2531,0.993898,0.00441821,10,1023,0,29.6952,0.696004,0.308359,0.269405,0.812472,0.0700516,0.985181,0.572671,0.643496
-24.506,0.947185,0.00441821,9,1023,0,27.8431,0.267864,0.552307,0.26499,0.644065,0.0305135,0.950611,0.849712,0.653822
-20.085,0.902599,0.00441821,9,511,0,27.4155,0.207398,0.200361,0.176597,0.654028,0.2547,0.78138,0.564242,0.239514
-24.0721,0.340109,0.00441821,9,1023,0,29.4482,0.64004,0.0802728,0.75989,0.496163,0.0130609,0.239019,0.758438,0.813702
-22.401,0.649867,0.00441821,10,1023,0,29.6452,0.73749,0.827786,0.761893,0.661419,0.0131889,0.355513,0.533144,0.48391
-25.4149,0.930032,0.00441821,9,511,0,29.4432,0.445755,0.889985,0.115497,0.246616,0.00620719,0.941161,0.646419,0.34654
-26.0317,0.911905,0.00441821,9,511,0,30.6373,0.438044,0.57943,0.229839,0.960362,0.0267353,0.966217,0.296089,0.755267
-21.3796,0.79796,0.00441821,9,511,0,31.2986,0.245302,0.181793,0.191045,0.121978,0.832292,0.131101,0.755904,0.263823
-21.3444,0.187181,0.00441821,10,1023,0,29.4486,0.251678,0.187871,0.205924,0.1684,0.822282,0.10257,0.779595,0.299616
-21.0039,0.682672,0.00441821,9,1023,0,24.3916,0.944345,0.416306,0.450502,0.845305,0.370108,0.791994,0.453776,0.55518
-23.9211,0.639434,0.00441821,10,1023,0,29.522,0.857616,0.703108,0.470044,0.7139,0.399637,0.991409,0.380221,0.615695
-22.8801,0.8107,0.00441821,9,511,0,25.9913,0.879681,0.682806,0.70759,0.737202,0.49251,0.989065,0.440251,0.345309
-26.7109,0.999984,0.00441821,9,511,0,29.4191,0.896591,0.485942,0.0914038,0.26414,0.305316,0.995964,0.894401,0.23851
-23.2299,0.911506,0.00441821,9,511,0,29.1858,0.768018,0.332613,0.103747,0.633208,0.896243,0.971573,0.453268,0.518575
-19.9033,0.585475,0.00441821,9,1023,0,27.2298,0.628272,0.270808,0.602246,0.74471,0.0667739,0.367499,0.563561,0.633948
-19.3108,0.636426,0.00441821,9,1023,0,22.125,0.743403,0.587902,0.192852,0.304477,0.564721,0.194218,0.617477,0.507461
-20.6263,0.997045,0.00441821,9,511,0,22.4142,0.856093,0.612507,0.102969,0.627984,0.683752,0.137699,0.605732,0.393229
-20.4117,0.69358,0.00441821,9,1023,0,23.5072,0.710411,0.507866,0.246816,0.135441,0.74649,0.732894,0.421975,0.463498
-20.8316,1,0.00441821,9,511,0,22.3192,0.464251,0.729861,0.102617,0.607013,0.177876,0.282864,0.708482,0.896192
-22.4552,0.334599,0.00441821,9,1023,0,25.896,0.491399,0.903427,0.275507,0.958027,0.687011,0.485307,0.670149,0.865229
-28.0563,0.874858,0.00441821,9,1023,0,31.9982,0.923655,0.928887,0.683232,0.99427,0.0515085,0.0671667,0.455585,0.405361
-26.1274,0.633331,0.00441821,10,1023,0,34.1854,0.832893,0.748526,0.322659,0.999797,0.393205,0.462168,0.521606,0.517177
-21.5381,0.959631,0.00441821,10,1023,0,30.088,0.841667,0.284194,0.911881,0.0531646,0.606456,0.411145,0.498399,0.596494
-22.7266,0.866065,0.00441821,9,1023,0,25.3764,0.853709,0.130422,0.95446,0.12505,0.197089,0.215271,0.530349,0.69504
-22.6546,0.935082,0.00441821,10,1023,0,26.3587,0.376825,0.790645,0.0681087,0.155133,0.92306,0.871426,0.492365,0.515414
-23.5774,0.847295,0.00441821,9,511,0,29.994,0.425954,0.456543,0.0243833,0.324848,0.777149,0.989735,0.622717,0.466819
-24.5735,0.791152,0.00441821,9,511,0,27.9364,0.501643,0.199592,0.0629424,0.279115,0.155351,0.992724,0.563582,0.672016
-23.3049,0.946119,0.00441821,9,511,0,27.7232,0.639662,0.23079,0.148626,0.847661,0.24706,0.964378,0.827148,0.466326
-23.1775,0.403723,0.00441821,9,1023,0,29.8645,0.602184,0.24659,0.161144,0.812579,0.236285,0.96602,0.834459,0.489826
-24.2432,0.98583,0.00441821,10,1023,0,28.0063,0.927914,0.155476,0.952771,0.187712,0.701679,0.835568,0.372981,0.307436
-20.4655,0.98017,0.00441821,9,511,0,25.522,0.189501,0.654381,0.502675,0.774421,0.411149,0.631287,0.839824,0.476924
-26.9579,0.612405,0.00441821,10,1023,0,27.8393,0.412984,0.834872,0.521828,0.23304,0.573266,0.991395,0.174749,0.255471
-27.5912,1,0.00441821,8,255,0,28.8446,0.326032,0.817748,0.492157,0.240352,0.525233,0.991078,0.124778,0.483165
-22.5613,0.83874,0.00441821,10,1023,0,27.0172,0.651149,0.290837,0.540481,0.206524,0.794302,0.00779765,0.730601,0.159776
-20.2571,0.79504,0.00441821,9,511,0,25.3475,0.551524,0.182087,0.468073,0.313254,0.590101,0.0319177,0.63589,0.29087
-24.3646,0.56176,0.00441821,10,1023,0,28.2147,0.319976,0.884196,0.418892,0.938772,0.55049,0.991056,0.439491,0.722068
-21.2802,0.978655,0.00441821,10,1023,0,28.3796,0.662936,0.483031,0.431854,0.696304,0.0200975,0.250732,0.665326,0.701581
-23.4525,0.537891,0.00441821,9,1023,0,26.4466,0.570897,0.334496,0.117872,0.409674,0.951982,0.0140392,0.516374,0.425355
-23.7092,0.760048,0.00441821,9,1023,0,29.5832,0.745036,0.549897,0.383519,0.937744,0.964334,0.119452,0.446848,0.216931
-29.1203,0.841325,0.00441821,10,1023,0,33.2681,0.906339,0.0476253,0.0102241,0.0560681,0.277219,0.213043,0.870738,0.610805
-20.9271,1,0.00441821,9,511,0,29.7877,0.664352,0.947839,0.271782,0.684557,0.551178,0.628373,0.285019,0.594793
-21.7866,0.508519,0.00441821,9,1023,0,23.3508,0.537854,0.933587,0.0982824,0.800264,0.51763,0.750946,0.361378,0.664251
-24.6288,0.63895,0.00441821,10,1023,0,28.3118,0.831912,0.836927,0.436379,0.0128326,0.17754,0.954276,0.689854,0.361531
-21.9969,0.676392,0.00441821,10,1023,0,28.3621,0.86805,0.908202,0.0611047,0.685293,0.167126,0.528783,0.578038,0.767998
-20.6997,0.999993,0.00441821,9,511,0,23.935,0.855512,0.831124,0.122739,0.666296,0.738419,0.600985,0.672461,0.348397
-19.5167,0.827159,0.00441821,9,1023,0,22.6525,0.359584,0.0887492,0.823329,0.25972,0.526859,0.495889,0.718208,0.454548
-20.6765,0.573902,0.00441821,10,1023,0,23.6674,0.199157,0.148205,0.396996,0.816427,0.434008,0.21199,0.809229,0.427948
-20.0441,0.84837,0.00441821,9,1023,0,23.5152,0.621835,0.238205,0.568387,0.743554,0.679324,0.672838,0.894714,0.420312
-18.7618,0.155501,0.00441821,9,1023,0,23.2552,0.66186,0.342996,0.472248,0.533737,0.745619,0.806794,0.877515,0.281452
-19.241,0.199063,0.00441821,9,511,0,25.4848,0.825771,0.352602,0.300138,0.414508,0.675396,0.845549,0.707619,0.418791
-19.7213,0.605079,0.00441821,9,1023,0,20.904,0.702685,0.713564,0.250217,0.625554,0.56939,0.80098,0.536696,0.2424
-20.1345,1,0.00441821,9,511,0,21.954,0.589576,0.1584,0.0893959,0.509456,0.638886,0.311385,0.580444,0.646811
-20.0005,0.922932,0.00441821,9,1023,0,23.8988,0.454835,0.225796,0.26515,0.475473,0.88108,0.403509,0.518149,0.739152
-25.7288,0.565887,0.00441821,10,1023,0,27.0228,0.547012,0.158135,0.960538,0.572644,0.0188593,0.0121111,0.544007,0.73767
-21.8407,0.716683,0.00441821,10,1023,0,28.634,0.116608,0.570213,0.827889,0.631094,0.601424,0.0382723,0.33492,0.779054
-23.455,0.775678,0.00441821,9,1023,0,26.9771,0.311388,0.0728205,0.896582,0.393978,0.284919,0.0837615,0.208871,0.75427
-23.6508,0.352592,0.00441821,9,511,0,27.4202,0.42518,0.145773,0.936412,0.655736,0.467089,0.0666409,0.252807,0.75104
-26.2103,0.999995,0.00441821,10,1023,0,30.4398,0.754218,0.00791336,0.175531,0.235233,0.521548,0.112203,0.830395,0.13264
-22.2401,1,0.00441821,9,511,0,28.1284,0.203784,0.0239202,0.600378,0.232102,0.390577,0.153392,0.671735,0.738008
-21.8092,0.790608,0.00441821,10,1023,0,32.4281,0.44729,0.983785,0.468553,0.732136,0.800774,0.71024,0.653315,0.459253
-19.3248,0.996298,0.00441821,10,1023,0,23.9796,0.766556,0.224066,0.732177,0.395256,0.497567,0.296325,0.489877,0.649142
-23.0433,0.996651,0.00441821,10,1023,0,25.1276,0.9356,0.957301,0.561968,0.146748,0.420633,0.121019,0.484333,0.854799
-21.7315,0.966959,0.00441821,9,511,0,24.7259,0.769681,0.970217,0.337786,0.554188,0.220258,0.139235,0.631048,0.721015
-20.1873,0.999999,0.00441821,9,511,0,23.4949,0.816287,0.675565,0.266515,0.352961,0.773348,0.20293,0.439059,0.378277
-23.6145,0.944003,0.00441821,9,511,0,25.0318,0.635361,0.679695,0.231964,0.886941,0.714017,0.300778,0.189726,0.852072
-21.1693,0.562296,0.00441821,9,1023,0,25.6994,0.440436,0.924732,0.635429,0.714315,0.574475,0.13157,0.449425,0.371768
-22.4006,0.980301,0.00441821,9,1023,0,25.1508,0.847353,0.569407,0.702861,0.258406,0.656906,0.963739,0.695052,0.816161
-24.0106,0.662249,0.00441821,9,511,0,30.2943,0.777055,0.885144,0.517613,0.143674,0.620902,0.925323,0.696073,0.928797
-24.4877,0.60906,0.00441821,9,1023,0,27.6279,0.357542,0.888803,0.202094,0.0266556,0.39622,0.346997,0.632969,0.0665382
-23.2616,0.998167,0.00441821,9,511,0,27.0015,0.329347,0.770927,0.378362,0.0489829,0.0503089,0.560136,0.501485,0.894098
-24.7858,0.840001,0.00441821,9,511,0,27.0092,0.230649,0.910276,0.384581,0.0211837,0.0290859,0.557402,0.364456,0.662996
-23.7511,0.454892,0.00441821,9,1023,0,31.1297,0.141587,0.882871,0.538082,0.0228644,0.284773,0.644648,0.645621,0.825759
-22.5327,0.708592,0.00441821,9,511,0,25.0734,0.126382,0.878688,0.449436,0.040385,0.149468,0.613272,0.643043,0.69313
-21.8228,0.974892,0.00441821,10,1023,0,24.639,0.130271,0.242326,0.529477,0.972876,0.691058,0.694421,0.534584,0.698365
-21.818,0.89823,0.00441821,10,1023,0,26.6777,0.600163,0.673355,0.553275,0.015201,0.276889,0.444447,0.548318,0.314599
-24.319,0.961447,0.00441821,9,511,0,26.4762,0.331508,0.172466,0.888402,0.0125675,0.0876694,0.569541,0.45493,0.688738
-23.1911,0.756342,0.00441821,9,511,0,27.7367,0.345757,0.335239,0.816307,0.0259192,0.899854,0.183461,0.542678,0.220011
-24.759,0.787857,0.00441821,9,511,0,27.6706,0.513501,0.214308,0.820805,0.0303661,0.968244,0.154075,0.410168,0.287735
-31.1729,0.989208,0.00441821,10,1023,0,34.5439,0.00413205,0.710573,0.113213,0.989432,0.0441841,0.982891,0.686915,0.69133
-24.0031,1,0.00441821,9,511,0,33.4336,0.00224968,0.657158,0.229249,0.597857,0.405099,0.652391,0.753525,0.442366
-21.0621,0.830752,0.00441821,10,1023,0,29.3635,0.953783,0.544873,0.666055,0.39985,0.141201,0.472754,0.43114,0.571045
-20.6846,0.981361,0.00441821,9,511,0,22.4862,0.938906,0.347584,0.784965,0.280347,0.23594,0.317959,0.51432,0.629194
-21.9906,0.999996,0.00441821,9,511,0,22.8973,0.938461,0.227818,0.773412,0.423655,0.0674276,0.586086,0.627882,0.808736
-24.0047,0.999992,0.00441821,9,511,0,25.6152,0.923759,0.113306,0.599111,0.472484,0.0575757,0.474823,0.579863,0.976738
-24.6251,0.495413,0.00441821,9,511,0,26.5866,0.900332,0.115515,0.556728,0.467666,0.031527,0.573682,0.636907,0.981763
-21.7939,0.603814,0.00441821,9,1023,0,27.9754,0.871768,0.0568155,0.526234,0.334045,0.106121,0.793806,0.569623,0.363185
-24.1862,0.72663,0.00441821,10,1023,0,28.1511,0.787362,0.889311,0.607437,0.444746,0.966455,0.0617339,0.767542,0.216649
-23.0704,0.814179,0.00441821,10,1023,0,27.9669,0.251031,0.397472,0.324972,0.259885,0.971975,0.724708,0.848283,0.744554
-20.9031,0.718258,0.00441821,9,1023,0,25.1351,0.226626,0.230764,0.85938,0.712151,0.909753,0.281409,0.624815,0.522165
-19.9393,0.999614,0.00441821,9,511,0,21.9564,0.313853,0.312516,0.84856,0.605846,0.899431,0.383568,0.600878,0.579043
-24.2617,0.942197,0.00441821,9,511,0,27.0922,0.155411,0.328157,0.94123,0.590978,0.909571,0.871914,0.405192,0.862396
-20.549,0.999994,0.00441821,9,511,0,26.7966,0.361363,0.569661,0.357007,0.283921,0.841977,0.760392,0.579734,0.77832
-20.9811,0.893596,0.00441821,9,511,0,23.9796,0.614053,0.522302,0.171848,0.358811,0.905105,0.965155,0.546922,0.193418
-20.3591,0.78828,0.00441821,9,511,0,22.7287,0.560263,0.465049,0.184235,0.289011,0.847186,0.967115,0.594659,0.252487
-19.9305,0.657963,0.00441821,9,511,0,23.3225,0.609453,0.404578,0.484661,0.776599,0.531863,0.890588,0.688189,0.257203
-19.6393,0.247794,0.00441821,9,511,0,25.0341,0.656178,0.387973,0.469753,0.806373,0.513475,0.872616,0.680441,0.333249
-19.7711,0.984333,0.00441821,9,511,0,20.4483,0.748101,0.474993,0.344309,0.812179,0.459446,0.870124,0.708233,0.515246
-21.73,0.929742,0.00441821,9,511,0,22.8422,0.70799,0.731536,0.510332,0.457777,0.533341,0.923979,0.861789,0.380115
-20.7233,0.912565,0.00441821,9,1023,0,25.4256,0.385257,0.719127,0.334698,0.352256,0.532967,0.0373721,0.496709,0.67789
-20.4488,0.899014,0.00441821,10,1023,0,22.3963,0.266129,0.195526,0.260873,0.598351,0.465262,0.908495,0.758874,0.171236
-19.3523,0.771161,0.00441821,9,511,0,21.0717,0.351523,0.349612,0.183559,0.263594,0.60494,0.925748,0.811028,0.197694
-21.1534,0.129655,0.00441821,10,1023,0,25.8807,0.599588,0.152091,0.292108,0.141107,0.400503,0.912046,0.800254,0.478758
-20.1937,0.908804,0.00441821,10,1023,0,23.2275,0.757824,0.434961,0.595699,0.351646,0.827882,0.835324,0.912513,0.330631
-21.581,0.119476,0.00441821,9,1023,0,25.3157,0.494006,0.669659,0.581994,0.379673,0.760451,0.843956,0.907794,0.345125
-22.2346,0.642858,0.00441821,9,1023,0,27.3302,0.319249,0.436292,0.233228,0.0186665,0.264703,0.153859,0.669927,0.751204
-22.3928,0.780161,0.00441821,10,1023,0,28.5254,0.753207,0.770487,0.880372,0.306205,0.976455,0.236466,0.60591,0.501119
-24.5945,0.918429,0.00441821,10,1023,0,25.5477,0.86092,0.229957,0.0592322,0.84999,0.0234707,0.763324,0.556816,0.136275
-26.0755,0.243776,0.00441821,9,1023,0,32.5301,0.700634,0.956215,0.177941,0.558862,0.675416,0.286301,0.462932,0.999239
-25.0192,0.999994,0.00441821,9,511,0,28.9536,0.647819,0.943871,0.196907,0.707154,0.620921,0.219193,0.388517,0.998867
-26.263,0.151281,0.00441821,9,767,0,31.2941,0.826357,0.960928,0.152169,0.728253,0.671027,0.634029,0.457921,0.998705
-23.7653,0.639182,0.00441821,9,1023,0,27.5548,0.618528,0.990024,0.390842,0.684206,0.369413,0.373556,0.495352,0.992342
-23.0691,0.433463,0.00441821,9,511,0,25.2903,0.580409,0.978724,0.410361,0.658882,0.450724,0.262228,0.533521,0.992227
-28.5383,0.96886,0.00441821,9,511,0,30.9546,0.913198,0.852897,0.244137,0.996807,0.679946,0.527226,0.290522,0.11542
-21.5502,1,0.00441821,9,511,0,30.6936,0.673171,0.258222,0.236097,0.306179,0.349212,0.341336,0.803539,0.907739
-21.188,0.888172,0.00441821,9,1023,0,24.5196,0.688831,0.620655,0.698772,0.0992886,0.287963,0.274767,0.760301,0.855193
-21.7701,0.891118,0.00441821,9,511,0,22.6331,0.705927,0.615959,0.718038,0.115924,0.259603,0.177358,0.792176,0.799303
-21.6863,0.85807,0.00441821,9,511,0,24.8703,0.4349,0.273165,0.906314,0.629529,0.609387,0.718425,0.280384,0.370928
-22.3653,0.994944,0.00441821,10,1023,0,24.7391,0.25595,0.412891,0.941022,0.87746,0.429256,0.763062,0.442286,0.828063
-20.3105,0.996882,0.00441821,10,1023,0,23.65,0.294261,0.690048,0.33243,0.166634,0.552997,0.177852,0.714239,0.765744
-21.0666,0.995175,0.00441821,9,1023,0,25.3298,0.602441,0.484696,0.502402,0.305191,0.0149,0.324733,0.546027,0.46974
-22.1308,0.955262,0.00441821,9,1023,0,23.598,0.441295,0.59684,0.240646,0.705321,0.987985,0.676861,0.714166,0.692749
-23.9629,0.305477,0.00441821,9,1023,0,27.067,0.629766,0.537331,0.259859,0.473162,0.995466,0.749774,0.930204,0.423023
-24.6723,0.27092,0.00441821,9,511,0,28.4574,0.643911,0.488037,0.158384,0.311289,0.989883,0.50937,0.907577,0.491513
-27.4709,0.41601,0.00441821,10,1023,0,31.3787,0.675509,0.265409,0.203885,0.012273,0.0163844,0.596,0.257238,0.308859
-26.9798,0.876342,0.00441821,9,1023,0,33.1064,0.574783,0.684411,0.96839,0.0066588,0.502434,0.505906,0.850715,0.866322
-25.9348,0.650166,0.00441821,10,1023,0,30.8776,0.167848,0.268696,0.97917,0.0251469,0.697941,0.266131,0.875373,0.308339
-32.289,0.609917,0.00441821,9,1023,0,37.4739,0.142103,0.717329,0.993685,0.00235334,0.739364,0.744885,0.945965,0.76225
-22.2936,0.979307,0.00441821,9,511,0,34.1751,0.627199,0.310878,0.939075,0.698781,0.768821,0.659245,0.880289,0.304943
-23.4247,0.259005,0.00441821,9,511,0,26.7171,0.555516,0.413023,0.940517,0.667323,0.848196,0.790515,0.880289,0.212124
-26.9158,0.909313,0.00441821,9,511,0,30.855,0.882674,0.22203,0.995562,0.330859,0.930414,0.79006,0.839324,0.684145
-30.8069,0.710133,0.00441821,9,511,0,33.8674,0.822799,0.372659,0.996784,0.196426,0.895468,0.947434,0.814398,0.931539
-24.035,0.739031,0.00441821,10,1023,0,32.851,0.762127,0.364783,0.912679,0.808155,0.0770124,0.0381702,0.273642,0.601625
-27.7624,0.893166,0.00441821,10,1023,0,30.4107,0.986101,0.64481,0.228034,0.283786,0.920511,0.991364,0.854279,0.639086
-24.48,0.91186,0.00441821,9,511,0,28.8312,0.976141,0.542669,0.36991,0.323717,0.84134,0.983348,0.74195,0.690853
-23.5361,0.779928,0.00441821,9,511,0,28.0381,0.959675,0.707113,0.23533,0.119881,0.692036,0.777895,0.430088,0.0704251
-20.156,0.999993,0.00441821,9,1023,0,31.2102,0.842802,0.482333,0.100498,0.458516,0.21375,0.494092,0.661207,0.644074
-25.0937,0.703325,0.00441821,9,511,0,28.6653,0.725871,0.204436,0.0239972,0.175348,0.906334,0.545075,0.64574,0.909605
-19.1788,0.810173,0.00441821,9,511,0,26.5984,0.737467,0.418132,0.235696,0.202153,0.795297,0.276829,0.677182,0.327268
-20.7914,0.86384,0.00441821,9,511,0,22.2247,0.760879,0.201406,0.102176,0.389025,0.682901,0.316595,0.532852,0.867207
-20.869,0.763584,0.00441821,9,1023,0,24.8702,0.897408,0.251292,0.10504,0.45069,0.250844,0.316021,0.522581,0.723696
-20.1602,0.997352,0.00441821,9,511,0,22.3921,0.864787,0.329547,0.108892,0.473881,0.222675,0.571447,0.564125,0.635211
-22.1347,0.700901,0.00441821,10,1023,0,24.6404,0.91555,0.883909,0.777377,0.92742,0.4912,0.716132,0.601876,0.442601
-22.2877,0.976595,0.00441821,9,511,0,23.2253,0.944892,0.939598,0.669177,0.867579,0.555053,0.773532,0.598341,0.339214
-20.0658,0.649696,0.00441821,9,511,0,25.2957,0.852599,0.658151,0.706632,0.889371,0.666069,0.685782,0.505994,0.745725
-21.6637,0.695882,0.00441821,9,511,0,24.7965,0.540903,0.759609,0.777562,0.448442,0.116566,0.946066,0.384957,0.68853
-21.7847,0.794324,0.00441821,10,1023,0,28.3505,0.196058,0.685504,0.176554,0.478226,0.802349,0.969569,0.541427,0.612549
-25.8534,0.854046,0.00441821,10,1023,0,27.3567,0.939204,0.198646,0.824564,0.779903,0.52527,0.031543,0.863302,0.71975
-27.2027,0.736938,0.00441821,10,1023,0,33.1638,0.760275,0.924822,0.0714374,0.256462,0.0996518,0.00907832,0.309627,0.368796
