# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf20_model
# start_datetime = 2023-07-05 17:05:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf20.data.r
# init = 2 (Default)
# random
#   seed = 774767535 (Default)
# output
#   file = examples\cf\cf20_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mean
-20453.2,0.774001,0.00105802,10,1023,0,20481.4,-1.99989,9.16883,6.22882,7.49362,0.645599,5.29192,-2.99788,-1.95963,1.66504,5.28795,-6.14188,2.75498,-7.04175,-8.48847,-0.935332,-6.69943,-1.78142,3.19923,3.40466,-1.06236,0.394345,-4.41078,-3.73035,4.09181,3.60309,-1.91779,-6.41446,-0.533431,-3.58857,1.23275,-4.74973,-7.58704,0.655424,-4.54856,2.36298,-0.89959,10.0556,-1.43542,5.96514,2.52689,-1.89021,74.081
-20451.8,0.958764,0.00105802,10,1023,0,20473.6,-1.86257,8.16011,4.50462,2.0844,2.61934,1.37019,-5.90988,-1.69421,2.0151,3.63134,-3.90194,1.59829,-6.47097,-9.41563,1.60479,-8.75812,-3.08656,1.74972,6.91773,1.99171,-0.197515,-5.49567,0.251717,5.14132,3.27896,-10.1229,-1.44324,-2.57729,-1.84177,4.60917,-1.9453,-6.40745,-3.05572,-2.79157,0.194633,-3.08922,2.78599,3.26484,3.47369,6.77847,-1.88775,73.4531
-20451.6,0.951495,0.00105802,10,1023,0,20475.9,-0.306015,8.4311,6.6322,2.34352,-0.115479,3.03062,-5.84799,-2.71588,0.728638,4.39483,0.700574,2.55955,-3.14806,-5.96898,-2.89872,-6.83645,-7.79802,-1.0752,4.81511,-3.49883,-0.556152,-0.277762,-2.25012,7.00175,4.99407,-6.8337,-1.29913,-6.44581,1.46753,-7.88726,-2.98687,-5.76502,-6.27153,-8.11513,1.10796,-6.75874,3.01961,1.85406,-0.852094,7.24814,1.17359,73.7207
-20457.3,0.990474,0.00105802,10,1023,0,20475.3,-4.96801,9.41421,3.90744,1.31935,-1.13149,5.04454,1.70507,-2.14692,1.22394,5.04259,-0.702447,3.23976,-0.77359,-4.82853,-1.0165,-7.5681,-5.10116,1.46984,11.8483,1.86376,-0.57123,-0.0864524,-3.74948,4.82188,8.07376,-5.06515,-6.84725,-14.446,3.23792,-5.89885,-6.86525,-2.95707,-11.0768,-5.58321,2.8549,-1.94907,-1.05884,-3.9342,-1.49957,5.40439,3.67389,73.8562
-20457.3,0.999984,0.00105802,10,1023,0,20470.2,-5.54671,9.85237,3.80692,1.40931,-0.959673,5.70703,1.04725,-0.874432,0.446919,4.74784,-0.613943,3.46334,-0.0722746,-5.34547,-1.54079,-6.99595,-4.87617,2.3941,11.7293,1.8563,0.404788,0.709775,-3.26582,3.95942,7.40384,-5.1351,-6.91047,-14.461,3.21348,-6.38276,-6.32969,-2.94511,-11.1297,-6.15099,2.69798,-1.78988,-0.548152,-4.31737,-1.25556,5.63752,3.89831,73.6747
-20459,0.973971,0.00105802,10,1023,0,20478.2,-6.09158,12.3373,6.39955,0.84383,1.67597,6.85291,0.699066,1.74198,0.673907,1.36622,-1.48938,5.52561,-1.80669,-4.33215,-2.09085,-8.32493,-6.51108,6.10419,10.9311,1.25134,2.87741,1.76648,-6.11797,2.23703,5.90396,-3.93608,-6.75707,-11.2058,3.01247,-6.45613,-8.35348,-5.01963,-10.8077,-6.66255,-0.812511,-2.94606,-0.791827,-3.06024,-1.05377,1.94554,5.98086,73.6916
-20458.9,0.999915,0.00105802,10,1023,0,20482.5,-5.1596,12.4827,5.37309,0.422445,2.30964,7.30471,1.62086,2.19636,0.83087,1.38943,-1.87118,6.22698,-0.283109,-2.29909,-2.16509,-6.80118,-6.50373,5.36147,10.666,-0.320995,1.22888,2.57272,-7.08203,2.01198,5.5101,-1.09368,-4.41285,-10.2456,1.67856,-5.89169,-9.38495,-6.37675,-12.4387,-4.34111,-3.19034,-5.54038,-2.09716,-1.12219,-0.14214,2.64821,8.87706,73.8108
-20454.7,0.782655,0.00105802,10,1023,0,20478.6,2.51908,8.70631,4.81418,-0.26266,-4.19806,8.16395,4.92954,0.639973,2.74222,-2.48572,-0.311582,1.97954,-1.1207,0.93271,-0.5167,-2.62638,-2.57945,4.03137,9.60102,-2.50795,-2.68824,-2.29456,-4.92606,2.64858,6.1872,0.961834,-4.10497,-10.5507,2.80523,-6.09121,-9.39745,-2.1504,-11.1528,-5.00488,-4.08609,-6.43163,2.18496,2.25553,-1.97068,5.71518,5.39777,73.9987
-20454.9,0.928867,0.00105802,10,1023,0,20486.6,3.04988,7.14441,6.37805,-0.699376,-3.32753,9.0891,6.43702,1.54395,2.32643,-3.26535,-1.63048,1.66816,0.370994,-2.29846,-2.11634,-4.2256,-3.27967,1.47067,9.36941,-1.78379,-2.75999,-0.816248,-5.31557,3.65226,8.21921,2.45414,-3.49489,-9.52763,1.96072,-5.77228,-9.58824,-2.5125,-11.8729,-4.61801,-2.96422,-5.45227,2.41347,2.24184,-4.09745,6.3273,3.51517,73.6122
-20451,0.995929,0.00105802,10,1023,0,20472.2,3.693,10.9242,4.75271,0.941335,-8.21424,3.46014,-0.710777,-2.08081,2.90549,-1.06002,-1.29331,7.34436,1.32078,-3.98219,2.51071,-3.59515,-3.37309,0.546653,7.07846,-0.733617,-2.15465,-2.35338,0.38463,1.26895,1.57811,1.12939,-0.372436,-7.53226,-0.675331,-1.69701,-12.0029,-5.00843,-10.4479,-2.01998,-1.60895,-5.32714,-0.298442,6.29847,-0.837595,1.0311,0.796832,73.6113
-20453.7,0.998294,0.00105802,10,1023,0,20470.5,8.45872,11.0185,6.12752,-4.34903,-8.00674,3.97366,-2.14758,-0.901754,3.79414,-3.43099,-0.780733,7.93817,2.94642,-1.58911,3.06376,-2.48747,-3.34544,1.80218,6.48045,-2.5013,-1.68207,-4.46393,1.51876,0.942174,0.936066,1.54749,-3.17939,-3.34872,0.329645,-2.82835,-14.9674,-3.91732,-6.90024,-4.55863,-1.23112,-1.24323,0.542534,6.62171,-6.36629,3.47754,3.8817,73.7756
-20455.4,0.952532,0.00105802,10,1023,0,20472.6,6.47335,7.88317,2.91855,-0.252874,-9.58421,2.81012,1.63627,0.213391,-1.60724,0.175746,2.05816,5.9137,3.17488,-4.15423,1.16152,-1.09578,1.81884,3.35697,12.1803,-5.21865,-3.1132,1.16517,-1.97831,-6.41728,1.38723,0.216901,-3.29725,-5.3933,0.274324,-1.77459,-12.6864,-3.91859,-8.78578,-8.90995,3.90293,-1.6233,-0.714594,7.78702,-6.72965,6.81314,1.04098,73.7978
-20454.6,0.897706,0.00105802,10,1023,0,20470.8,7.42087,6.56492,3.31467,-3.04644,-9.05968,-0.435526,-2.40068,0.479541,0.382203,-0.878749,-0.0413284,4.66594,-2.24871,-1.95134,1.40776,3.02003,2.54806,0.748818,10.0035,-4.85525,0.205232,-0.950644,0.654358,-5.02385,0.903702,-2.32308,-5.96855,-5.42048,-0.92412,-3.76053,-14.1995,-2.02934,-6.48196,-10.8486,4.5631,2.22608,-4.27417,5.92093,-7.18407,6.07155,0.356605,73.6408
-20453.7,0.884211,0.00105802,10,1023,0,20473.6,3.98076,6.91536,-0.167084,-4.97246,-6.47519,2.13669,0.0935752,-1.511,0.905269,0.218227,0.485371,7.23237,0.492643,-8.4787,1.65675,3.85744,2.00598,1.65668,9.14623,-8.33118,-2.54699,-2.47416,-1.85251,-6.71453,-2.56586,-2.64972,-5.4166,-4.38107,-2.1082,-4.45133,-12.4641,-0.911103,-5.48635,-10.7134,4.35528,1.50418,-0.224263,4.17562,-5.17656,1.63471,-3.27568,73.6031
-20459.6,0.969503,0.00105802,10,1023,0,20480.4,3.43162,8.89763,2.11827,-4.17098,-6.99818,6.89894,-0.694548,0.192065,1.14172,1.14101,8.16925,1.28021,0.994115,-5.6837,1.06803,1.20959,8.60317,4.88333,9.28012,-7.51935,-4.11044,2.72761,-5.60345,-6.88582,-6.3436,-3.2818,-1.87392,-6.22564,-3.42074,-1.47514,-13.2233,0.534089,-7.65924,-10.4764,6.55255,-1.93996,-0.199182,5.57016,-5.51849,1.63445,-5.06171,73.5568
-20454.6,0.984049,0.00105802,10,1023,0,20480.9,8.11146,6.2311,0.819351,-4.12962,-2.29673,4.90253,-1.24985,2.37086,3.98293,2.19791,5.19223,1.95664,0.786548,-1.33169,-7.41663,2.76934,6.96527,6.73007,10.1926,-7.97025,-2.27705,6.36349,-2.96748,-2.03428,-5.14268,-6.86888,-2.44508,-3.33711,-0.931086,-1.5211,-9.91461,-1.82798,-3.17881,-10.9479,1.18251,0.599915,-1.71293,1.40744,-3.1209,4.33873,-6.21033,73.9811
-20452.7,0.890887,0.00105802,10,1023,0,20473,0.63515,-0.706785,-2.53067,-8.29684,-0.424899,4.2737,-3.62039,1.306,1.06608,-0.391355,4.57344,1.17881,-2.74212,2.09353,-6.34032,-0.0985561,9.54034,3.18032,7.06634,-3.39393,5.6559,4.30913,-2.43291,-9.61336,-6.97093,-0.874172,2.01425,-2.91771,0.811636,-7.9751,-6.14334,-0.15344,-4.84576,-7.37448,-8.38326,4.49165,-7.6861,-2.77699,-3.54688,2.8741,-3.37876,73.9102
-20456,0.998412,0.00105802,10,1023,0,20474.8,-1.37581,-0.519526,-2.08603,-7.11841,-1.01443,5.17634,-7.45811,-1.18756,0.93555,0.618399,3.89467,1.60161,-2.62364,3.77665,-5.58051,-2.19768,10.2264,2.00674,7.47268,-3.51957,5.95374,3.85966,-2.87591,-10.8235,-7.88123,-1.1402,2.52721,-3.16459,2.23565,-9.88865,-6.07391,-0.270005,-3.69393,-6.85634,-8.47778,6.1741,-9.16254,-4.65905,-4.45175,0.109613,-4.78776,73.8256
-20448.3,0.969134,0.00105802,10,1023,0,20473.5,0.748798,-5.767,4.40682,0.15834,8.36667,6.98272,-7.16273,2.11068,5.94712,4.03666,-0.565181,-1.5256,1.01304,-0.241458,-0.939542,-0.00176027,-0.855117,-1.52334,0.475167,3.00709,3.04836,3.9268,2.22465,-10.7249,-0.114858,-6.98677,6.82315,-1.45294,-3.98071,-7.81119,0.157427,0.300232,-0.903682,-3.20309,-2.53194,4.40239,-3.01287,-0.882129,-3.21653,-2.47622,-6.5711,73.8437
-20449.9,0.853351,0.00105802,10,1023,0,20465.6,2.26047,-5.82314,2.31283,-0.390183,10.136,3.90769,-4.70956,-4.71927,2.21394,-0.76641,-2.20157,-1.57522,4.81929,0.142053,-0.0983504,-1.137,-4.49967,-0.181865,1.31833,4.99784,-2.73703,7.92285,1.33909,-2.16797,6.29361,-4.47807,3.70268,1.11367,-4.3097,-4.60555,-5.11466,2.76094,-6.8644,-9.33796,-1.96041,-0.125688,-1.02166,0.920271,0.639126,-2.40272,-6.70967,73.4511
-20449.4,0.997757,0.00105802,10,1023,0,20465.9,2.27846,-5.09288,1.94714,-0.0699414,11.3488,3.16019,-5.4223,-4.53579,2.17336,0.213657,-3.45927,-1.64062,3.71836,0.430859,-1.05057,-1.74196,-3.59595,-0.259945,0.373669,4.17057,-3.21611,8.59476,1.23928,-2.95626,5.84902,-6.96832,3.21345,1.27648,-4.76755,-4.31233,-4.0241,2.40889,-7.87513,-9.19756,-1.8459,-1.34412,-1.4638,0.377103,1.16219,-2.66063,-6.69276,73.9396
-20449.3,0.986082,0.00105802,10,1023,0,20473.5,1.42186,-4.60662,2.40266,-0.67326,10.7537,3.79136,-5.29135,-4.66638,2.197,0.0621596,-3.03904,-1.48924,4.03663,1.13058,-1.88163,-2.26281,-3.58605,-0.114699,0.348378,4.53953,-3.51458,9.28993,0.680598,-2.62436,7.18089,-6.40305,4.749,2.3383,-4.4125,-3.46937,-4.26778,2.40251,-7.84153,-8.63104,-1.93374,-2.35475,-1.68035,-0.023269,1.68332,-2.70622,-7.00452,73.7545
-20449.5,0.994617,0.00105802,10,1023,0,20472.6,0.295025,-4.53847,2.15156,-0.979493,10.154,2.38697,-6.13413,-2.92992,1.05001,-0.67683,-2.673,-1.29549,1.86421,0.123298,-0.633227,-2.812,-4.11293,-0.632034,0.246054,6.14502,-1.98486,11.6414,0.973415,-2.8122,5.23284,-6.12244,3.45327,4.41395,-4.35264,-3.72974,-4.1184,4.60218,-8.63046,-8.89005,-2.24639,-0.811511,-1.66452,-0.726189,1.9674,-2.98618,-5.91189,73.7118
-20450.9,0.906583,0.00105802,10,1023,0,20462.4,0.806837,-2.61671,-0.529288,0.472811,8.39074,-1.73763,-5.69744,-2.35806,3.34523,-1.75297,-1.90288,-3.2359,1.3092,2.48348,-0.794047,-3.56074,-0.408748,-1.12384,0.747179,5.44461,-1.77715,15.763,2.65203,-0.209816,-0.309546,-5.83242,4.24392,7.2112,-4.62205,-5.47446,-4.48941,4.53425,-7.03932,-8.42181,1.43822,-1.20467,2.58007,3.9053,2.34154,-5.02719,-4.35158,73.8415
-20452.3,0.451381,0.00105802,10,1023,0,20473.1,1.18579,-1.49406,-0.438068,1.46316,7.48763,-3.10116,-7.45327,-3.09411,3.07746,-2.84927,-1.95655,-4.51333,2.03108,0.545485,-0.800072,-3.66489,-1.56803,-1.33223,1.59183,3.98688,-2.58409,16.3432,2.44854,-0.314707,-0.504707,-6.3777,3.48192,7.59303,-4.47228,-6.41684,-4.36695,4.43557,-6.58071,-9.34072,1.01724,-0.76218,3.89805,3.97115,2.60205,-5.05405,-3.95581,73.8451
-20454.5,0.995746,0.00105802,10,1023,0,20479.6,-6.01529,-3.45978,1.38755,-4.27542,4.90291,-0.857183,-3.13974,-0.763095,4.19785,-6.4256,-0.559149,-0.786061,-0.54856,8.31482,0.395389,1.90912,-0.934091,-6.75385,2.33156,10.1936,3.56487,9.97123,-1.54009,5.66976,1.88293,0.38393,3.21483,6.56011,-3.67266,-2.95525,-4.0408,4.05826,-0.995852,-2.71069,3.55065,-2.47299,9.9212,-1.08747,-3.27687,-13.104,-8.68175,73.7168
-20453.3,0.711002,0.00105802,10,1023,0,20477.9,1.81994,-8.32221,-1.31047,1.16249,5.13347,-2.0642,-1.54555,-5.38287,1.08112,2.86972,-0.79124,-1.3386,0.277397,13.8953,2.29214,4.00089,7.11784,-3.41739,1.63691,11.159,5.50755,7.2332,-0.130246,-0.919583,-2.23575,-1.73331,6.8851,9.42935,-0.385791,-5.4004,2.81825,1.202,2.00054,-0.976933,5.57862,-4.70282,1.78549,0.896486,0.332409,-7.26576,-4.548,73.9144
-20455.3,0.991539,0.00105802,10,1023,0,20481.6,6.78586,-8.27455,-6.10271,-0.321636,5.33621,-0.295064,0.572162,-9.81184,-0.862612,2.25614,-1.49411,1.82,0.21243,2.52958,4.97773,0.728052,0.123892,-0.400113,-2.22231,8.16308,1.12454,6.45756,-2.28266,-4.72265,2.26988,4.2936,6.12408,10.252,6.31907,0.478454,5.52643,-0.818281,-2.34564,-0.675558,5.79812,-0.956972,0.0455401,-10.139,-5.88177,-13.1359,-5.34458,73.7759
-20457.8,0.728466,0.00105802,10,1023,0,20479.8,5.87279,-8.3465,-4.92153,-1.63289,6.73213,-2.19455,-0.556222,-7.35279,-0.936473,2.62129,-5.7115,1.62853,0.246789,4.70277,4.24242,0.100479,1.01241,-0.906898,-1.18536,9.63778,4.2338,3.69747,-3.84987,-3.34663,1.84227,4.57446,13.4006,7.17038,5.83797,1.53814,4.2314,-4.87014,-1.8247,5.16155,7.833,1.87735,1.96122,-12.7615,-5.72275,-9.81032,-0.51504,73.8329
-20454.9,0.904359,0.00105802,10,1023,0,20479,2.41179,-6.95121,-3.6432,-1.2366,11.1592,-0.997451,-0.0271818,-7.04702,-2.05455,2.36853,-3.91507,1.21749,0.409837,6.86694,4.16596,-1.30437,0.023195,-4.28328,-1.80226,3.96911,0.694666,3.37821,-2.82959,-7.03836,2.90952,3.65857,11.2629,9.07249,1.48706,1.95883,5.88164,-1.67185,-0.0691463,4.60421,5.56767,-3.09744,4.61414,-8.81935,-4.09224,-12.4642,0.23837,73.6864
-20452.5,0.768232,0.00105802,10,1023,0,20473.1,-0.0818742,-6.07022,-3.51455,-0.160505,10.2078,-0.763712,-1.00784,-5.88606,-1.89304,1.9425,-5.4989,-0.648014,-0.987254,6.13787,3.97007,-1.38677,0.511962,-0.933146,-1.72211,4.33634,3.21965,2.79651,-0.732942,-6.63815,3.2139,2.16679,10.473,8.10339,0.376051,6.13805,6.84391,-3.03956,0.0638244,4.78794,4.52132,-2.68038,4.20567,-5.23289,-4.04502,-9.15291,-0.0751042,73.4696
-20450.2,0.856753,0.00105802,10,1023,0,20473.7,-4.71033,-3.76254,-3.57606,0.0404224,8.05095,5.69526,-0.692927,0.176672,-3.14435,6.52445,-0.57836,-6.38596,1.00989,0.956786,11.7436,3.62013,5.41934,1.34275,2.74227,4.29887,2.65281,-1.03475,-5.04624,-4.57657,-0.437822,-0.00808424,0.0393276,5.53869,3.16942,5.84756,2.99494,-6.47248,-4.718,4.38088,2.38082,-2.14534,7.10737,-1.3597,3.98444,-6.84045,3.92741,73.6756
-20453.4,0.831378,0.00105802,10,1023,0,20480.6,-1.45985,-3.26324,-4.06693,-1.96576,6.33193,3.32508,0.50435,0.354819,-4.10649,7.88864,-3.18586,-7.22345,0.78489,1.95917,11.3332,2.15819,1.43423,-1.28428,0.280001,0.609607,7.08194,-0.346476,-6.38562,-3.48995,-2.14948,3.3775,0.467045,8.17253,10.2018,7.09572,8.14993,-4.36997,-5.35102,4.75004,7.20623,-0.597681,5.19616,-1.56055,3.70143,-4.76827,4.18809,73.8169
-20451.1,0.999946,0.00105802,10,1023,0,20478.6,-2.93845,-5.78222,-4.12475,-2.91938,6.57519,3.03634,-2.59927,0.825848,-4.56868,6.13725,-3.8632,-6.52967,-0.155634,3.08175,9.25647,-0.763816,-0.859676,4.30442,-0.0302725,2.5993,1.63321,-0.471919,-4.96807,-3.85196,-0.630615,-1.48252,2.92276,10.4271,4.93788,7.0174,5.98956,-7.81475,-2.79788,4.98447,7.65199,2.28465,5.68596,-2.26312,2.85734,-4.84358,1.40277,73.7853
-20452.5,0.871644,0.00105802,10,1023,0,20477,-4.11825,-7.22997,-5.35355,-2.30093,5.49682,0.946041,-3.57348,5.51922,-5.0081,3.64298,-2.57007,-2.93123,-1.23808,2.37586,12.6514,-0.941972,-0.873673,6.12187,-0.969471,2.55752,0.952083,2.5438,-5.89932,-2.96524,-0.519152,0.0864276,3.13573,11.7373,4.46278,9.48851,1.8135,-4.30246,0.243112,5.20702,4.17674,1.08055,3.39322,-2.18329,3.15381,-6.13068,2.01969,73.9793
-20452.7,0.970512,0.00105802,10,1023,0,20470.5,-1.97937,-9.2103,-3.84476,-4.48309,2.76621,3.80875,-3.30473,4.35341,-5.49114,5.14095,-1.73002,-6.06611,1.13161,5.61069,11.2029,-1.74962,-0.395444,6.52812,-0.499634,2.59628,4.70014,-2.2187,-7.66434,-0.602352,1.27588,3.21182,6.72507,8.0978,5.52501,8.34048,1.38684,-5.02779,0.451287,1.55827,3.55448,4.05689,4.01659,-4.42451,4.95756,-4.39279,-0.783931,73.8884
-20450.3,0.986393,0.00105802,10,1023,0,20475.7,0.498784,-8.96716,-3.79054,-2.96819,3.25346,3.82783,-2.49487,5.10535,-5.05276,2.45281,-1.23469,-5.6788,0.825533,3.46825,9.96364,0.261906,1.25186,6.7902,-0.816697,2.54176,4.58265,-2.35737,-8.34949,0.37058,1.95968,2.48217,6.74704,5.60592,5.54009,8.46007,-0.00793917,-3.69173,1.03186,2.10863,3.05666,3.6483,2.93988,-6.64776,4.65109,-2.9904,-1.95102,73.6353
-20453.1,0.979823,0.00105802,10,1023,0,20478.2,-4.3602,-5.91477,-0.942818,-2.89879,4.27302,3.5703,-2.44725,8.34056,-4.79127,4.10941,1.30841,-5.06984,-0.121436,3.98833,9.87921,0.0443825,-2.5249,7.68752,2.8049,3.01501,4.41994,-2.03892,-7.75474,-1.48504,-0.272984,-0.221161,8.51961,7.27763,5.33309,9.60835,0.859403,-6.02624,-1.15645,3.87518,2.03404,3.34887,0.930512,-8.32106,5.63915,-1.70209,-1.09887,73.9323
-20453.1,0.983763,0.00105802,10,1023,0,20471.1,-2.64324,-5.0193,-1.22107,-1.5461,3.21548,1.98267,-1.4395,9.46644,-3.00891,2.93676,2.0299,-5.50786,-1.27751,2.91646,11.4577,-0.30127,0.397631,8.12897,3.09757,1.60992,2.91413,-2.30251,-6.75168,0.305952,0.596589,1.00324,10.367,6.48753,7.42929,10.1887,0.564313,-4.14689,-0.370076,1.73395,3.76558,2.29336,2.43395,-7.43526,5.51393,-4.48762,-1.39025,73.9441
-20458.8,0.949931,0.00105802,10,1023,0,20475.3,3.60978,-5.26649,-6.96791,-3.14543,5.99098,1.47886,1.12593,6.65024,-3.08854,2.13017,-0.543253,-1.94484,-2.6676,16.4909,0.501848,-3.05383,-2.72285,5.84306,1.79668,5.69273,1.60073,-5.57354,-8.50216,-0.451797,-0.441341,0.565345,8.56065,10.7184,5.04589,4.46521,5.66247,-8.97212,-0.0582876,-0.539973,4.04417,4.3062,-0.485328,-5.63143,7.37605,3.44576,6.18528,73.516
-20460.2,0.912136,0.00105802,10,1023,0,20484.6,0.719771,1.59671,-5.83658,2.64864,5.22239,1.86219,-1.87164,8.6036,-1.7404,0.990388,-0.613083,-3.35678,-4.1784,16.9314,-2.31449,-7.04169,-1.02369,-2.59029,0.129655,7.7968,-4.63981,-6.03445,-6.61773,1.6634,2.01191,11.1229,10.0029,10.4811,-0.105195,0.791589,6.09197,-5.17718,4.06759,3.06652,3.40114,2.98368,1.06028,-6.00692,2.91355,0.968483,11.1759,73.7571
-20451.7,0.935295,0.00105802,10,1023,0,20477.5,2.49777,1.73181,-5.37199,1.2673,5.12034,0.487366,1.13771,7.32462,-2.9609,-4.43108,-0.454195,-0.360904,-8.44352,8.52515,-6.05649,-4.50978,-0.147541,0.249844,-0.351375,2.89478,-6.45363,-7.7986,-7.27108,4.21174,-2.08068,1.32245,8.6016,9.01499,-0.793174,2.53066,6.54401,-1.4848,-1.43385,1.04898,-0.7581,2.13313,-1.65294,-10.6889,0.844398,-2.74264,2.59234,73.6682
-20456.4,0.958525,0.00105802,10,1023,0,20472.9,0.741285,6.51488,-5.72789,2.11285,6.46739,-2.17715,-2.04214,6.8802,4.0582,-4.13551,-0.736044,1.37755,-11.1717,5.84517,-5.06972,-3.86251,-4.0994,-0.250832,0.850254,4.35431,1.10432,-8.44488,-6.09693,1.70849,1.37671,-6.75575,11.0033,13.3923,-4.35546,-0.156866,0.767466,1.72268,1.01812,4.64211,-1.12447,5.28159,-4.3947,-9.9412,3.7169,1.74821,-0.229213,73.8646
-20455.8,0.891392,0.00105802,10,1023,0,20476.1,-0.416403,10.2972,-8.06903,0.431439,6.98393,-1.82539,-5.68634,2.96465,4.38327,-4.7352,-1.23151,0.615943,-10.5972,2.87492,-5.08662,-1.43024,-5.12279,-0.14324,1.73342,1.08855,-3.21853,-8.73818,-3.16058,3.35673,-1.04089,-5.52944,7.57178,14.1668,-2.04853,0.462479,-1.7532,1.4592,-1.56353,2.62827,0.50727,0.762856,-2.99964,-12.9124,-2.06041,3.79647,-0.23253,73.7698
-20457.3,0.999501,0.00105802,10,1023,0,20478.8,3.07615,4.01411,-7.33114,-0.640214,9.23758,0.577009,-7.99172,4.91718,1.83463,-5.36595,0.417927,2.02107,-11.8121,3.89107,-4.40348,-2.71298,-9.24845,-1.50129,0.0927023,-1.67943,-4.54633,-7.14156,1.23585,7.98242,0.506903,-6.73604,6.83879,9.80962,-0.0100978,-1.0383,-0.482128,3.28535,0.393689,6.3471,6.76966,-2.88486,-2.79699,-12.5879,-0.0615306,1.92417,-3.3445,73.7788
-20455.4,0.62243,0.00105802,10,1023,0,20477.9,3.58133,1.75645,-7.42317,2.04975,2.92997,1.03389,-7.87712,5.06568,-2.29436,-3.2816,-3.75509,1.76567,-0.22078,1.24914,-4.08782,-3.40067,-8.13468,0.33984,1.69233,2.53017,-4.24577,-10.0511,0.933866,7.30243,-3.99736,1.02725,5.49089,8.0997,-3.2056,-2.38217,-4.28925,2.41755,0.578823,7.69723,3.26615,-0.472165,-1.11913,-15.7832,0.278024,2.3613,2.12819,74.1031
-20451.7,0.997413,0.00105802,10,1023,0,20475.7,2.34324,4.31241,-7.23004,3.34777,3.0241,1.21657,-5.88832,2.82431,-2.96277,-3.06938,-1.78223,3.09965,1.62565,-0.230947,-1.32862,-3.37788,-8.64294,0.944096,0.685677,0.142679,-4.69096,-7.56505,-0.826341,6.24305,-1.11167,-4.29721,6.1105,10.4682,-3.02612,-2.91404,-3.97891,2.17575,-0.519877,9.58509,1.94631,1.74679,-0.309029,-13.7293,0.951151,2.19007,2.83883,73.8591
-20453,0.968281,0.00105802,10,1023,0,20468.2,4.56502,5.68235,-5.01013,3.61325,-5.13443,0.873822,-2.97475,-0.686182,-1.71484,-5.84581,-4.1592,5.08576,-0.271655,-4.00037,-4.35222,-4.47693,-5.68236,1.72871,1.7653,-2.67211,0.0388055,-7.36886,5.29167,4.07483,1.65722,0.802191,5.14655,13.3676,-1.33283,-4.7645,-8.21465,3.13165,0.852663,8.23594,-1.31547,5.20451,-1.70312,-11.5072,0.989138,1.71267,1.18749,73.8261
-20453.4,0.998814,0.00105802,10,1023,0,20478,4.25607,5.74014,-7.90441,2.2625,-6.19377,2.76049,-1.40595,0.818536,-1.65271,-5.60293,-4.7311,5.74649,-0.0141229,-3.15143,-7.11694,-3.66403,-6.54991,1.90527,3.02996,-3.17387,-0.663544,-7.71931,4.82987,2.81643,-0.695143,3.02577,4.7488,13.2032,-0.804523,-3.29344,-6.84561,0.0519568,3.63907,5.86673,0.648227,7.1526,-1.01397,-10.4788,2.44784,2.69169,1.7719,73.7957
-20454.3,0.858948,0.00105802,10,1023,0,20471.4,5.60907,6.38674,-6.03492,4.28635,-5.59982,-1.03073,-1.01415,0.763323,-1.81169,-8.10542,-4.06324,8.81813,0.329116,-4.27007,-5.23611,-3.70758,-3.1752,5.24656,5.44985,-0.147254,-0.681386,-3.97149,2.52313,3.09923,-3.17055,0.239914,5.00003,11.9952,-0.977938,-3.24688,-4.1931,1.79295,4.88963,2.30102,5.31805,9.57147,1.24728,-10.142,-0.110595,4.76419,1.0976,73.9966
